transaction_id,source_account,destination_account,amount,timestamp,transaction_type,channel,F3924
TXN-000256,ACC-8100,ACC-8030,10291.88,2026-05-03T06:51:00,P2P_PAYMENT,mobile,1
TXN-000257,ACC-8015,ACC-8132,224.18,2026-05-03T21:34:00,P2P_PAYMENT,mobile,0
TXN-000258,ACC-8150,ACC-8160,8142.16,2026-05-03T07:38:00,CRYPTO_EXCHANGE,mobile,1
TXN-000259,ACC-8110,ACC-8127,114.16,2026-05-03T21:33:00,CARD_PAYMENT,mobile,0
TXN-000260,ACC-8227,ACC-8191,1160.66,2026-05-03T21:59:00,ACH_TRANSFER,mobile,0
TXN-000261,ACC-8156,ACC-8212,416.59,2026-05-03T21:38:00,BILLPAY,web,0
TXN-000262,ACC-8008,ACC-8106,1286.76,2026-05-03T21:26:00,ACH_TRANSFER,mobile,0
TXN-000263,ACC-8169,ACC-8127,569.19,2026-05-03T23:09:00,ACH_TRANSFER,branch,0
TXN-000264,ACC-8200,ACC-8218,10076.85,2026-05-03T08:19:00,P2P_PAYMENT,mobile,1
TXN-000265,ACC-8209,ACC-8127,534.21,2026-05-03T21:46:00,ACH_TRANSFER,branch,0
TXN-000266,ACC-8069,ACC-8106,745.55,2026-05-04T00:24:00,CARD_PAYMENT,mobile,0
TXN-000267,ACC-8161,ACC-8208,215.87,2026-05-04T00:40:00,CARD_PAYMENT,web,0
TXN-000268,ACC-8086,ACC-8148,742.07,2026-05-03T23:45:00,P2P_PAYMENT,web,0
TXN-000269,ACC-8231,ACC-8215,983.29,2026-05-03T23:49:00,ACH_TRANSFER,web,0
TXN-000270,ACC-8207,ACC-8106,666.37,2026-05-03T23:00:00,CARD_PAYMENT,mobile,0
TXN-000271,ACC-8136,ACC-8053,451.86,2026-05-04T00:37:00,ACH_TRANSFER,mobile,0
TXN-000272,ACC-8075,ACC-8104,1161.45,2026-05-03T23:48:00,ACH_TRANSFER,web,0
TXN-000273,ACC-8159,ACC-8224,971.11,2026-05-03T23:35:00,BILLPAY,mobile,0
TXN-000274,ACC-8223,ACC-8132,834.51,2026-05-04T02:07:00,P2P_PAYMENT,web,0
TXN-000275,ACC-8158,ACC-8093,522.72,2026-05-04T01:34:00,ACH_TRANSFER,web,0
TXN-000276,ACC-8149,ACC-8148,401.4,2026-05-04T00:46:00,P2P_PAYMENT,web,0
TXN-000277,ACC-8149,ACC-8148,579.18,2026-05-04T01:50:00,CARD_PAYMENT,mobile,0
TXN-000278,ACC-8147,ACC-8076,384.8,2026-05-04T01:47:00,CARD_PAYMENT,mobile,0
TXN-000279,ACC-8184,ACC-8053,564.14,2026-05-04T01:22:00,ACH_TRANSFER,mobile,0
TXN-000280,ACC-8141,ACC-8213,616.63,2026-05-04T02:15:00,ACH_TRANSFER,branch,0
TXN-000281,ACC-8023,ACC-8213,453.9,2026-05-04T01:30:00,ACH_TRANSFER,web,0
TXN-000282,ACC-8057,ACC-8191,721.21,2026-05-04T04:11:00,BILLPAY,web,0
TXN-000283,ACC-8118,ACC-8021,548.85,2026-05-04T03:59:00,ACH_TRANSFER,web,0
TXN-000284,ACC-8179,ACC-8053,608.02,2026-05-04T04:18:00,CARD_PAYMENT,web,0
TXN-000285,ACC-8072,ACC-8083,909.63,2026-05-04T04:49:00,ACH_TRANSFER,mobile,0
TXN-000286,ACC-8143,ACC-8102,651.27,2026-05-04T04:27:00,CARD_PAYMENT,web,0
TXN-000287,ACC-8127,ACC-8051,670.66,2026-05-04T03:15:00,P2P_PAYMENT,web,0
TXN-000288,ACC-8027,ACC-8179,594.42,2026-05-04T03:15:00,BILLPAY,branch,0
TXN-000289,ACC-8192,ACC-8104,765.99,2026-05-04T04:36:00,P2P_PAYMENT,branch,0
TXN-000290,ACC-8174,ACC-8182,413.34,2026-05-04T04:23:00,ACH_TRANSFER,web,0
TXN-000291,ACC-8192,ACC-8104,467.44,2026-05-04T04:00:00,P2P_PAYMENT,web,0
TXN-000292,ACC-8199,ACC-8053,330.88,2026-05-04T05:59:00,CARD_PAYMENT,web,0
TXN-000293,ACC-8026,ACC-8021,481.44,2026-05-04T04:46:00,P2P_PAYMENT,mobile,0
TXN-000294,ACC-8043,ACC-8104,779.64,2026-05-04T05:00:00,BILLPAY,web,0
TXN-000295,ACC-8041,ACC-8106,659.02,2026-05-04T05:46:00,CARD_PAYMENT,mobile,0
TXN-000296,ACC-8206,ACC-8106,698.88,2026-05-04T07:18:00,CARD_PAYMENT,web,0
TXN-000297,ACC-8150,ACC-8154,3170.22,2026-05-03T14:40:00,P2P_PAYMENT,web,1
TXN-000298,ACC-8213,ACC-8053,592.29,2026-05-04T06:32:00,CARD_PAYMENT,web,0
TXN-000299,ACC-8118,ACC-8213,914.81,2026-05-04T08:10:00,BILLPAY,web,0
TXN-000300,ACC-8026,ACC-8104,167.54,2026-05-04T07:32:00,ACH_TRANSFER,branch,0
TXN-000301,ACC-8209,ACC-8038,706.35,2026-05-04T08:11:00,P2P_PAYMENT,mobile,0
TXN-000302,ACC-8145,ACC-8103,415.09,2026-05-04T06:48:00,P2P_PAYMENT,mobile,0
TXN-000303,ACC-8040,ACC-8053,477.12,2026-05-04T06:37:00,CARD_PAYMENT,mobile,0
TXN-000304,ACC-8200,ACC-8000,6305.61,2026-05-03T16:10:00,WIRE_TRANSFER,web,1
TXN-000305,ACC-8184,ACC-8033,318.89,2026-05-04T07:33:00,P2P_PAYMENT,mobile,0
TXN-000306,ACC-8082,ACC-8148,844.32,2026-05-04T08:19:00,ACH_TRANSFER,mobile,0
TXN-000307,ACC-8186,ACC-8138,232.99,2026-05-04T09:12:00,P2P_PAYMENT,mobile,0
TXN-000308,ACC-8001,ACC-8106,736.8,2026-05-04T10:01:00,ACH_TRANSFER,mobile,0
TXN-000309,ACC-8124,ACC-8184,606.58,2026-05-04T08:16:00,CARD_PAYMENT,web,0
TXN-000310,ACC-8089,ACC-8104,512.45,2026-05-04T10:04:00,CARD_PAYMENT,web,0
TXN-000311,ACC-8206,ACC-8053,745.83,2026-05-04T10:04:00,BILLPAY,mobile,0
TXN-000312,ACC-8096,ACC-8017,341.07,2026-05-04T11:09:00,CARD_PAYMENT,web,0
TXN-000313,ACC-8023,ACC-8104,552.54,2026-05-04T09:26:00,CARD_PAYMENT,web,0
TXN-000314,ACC-8069,ACC-8050,532.54,2026-05-04T10:38:00,ACH_TRANSFER,mobile,0
TXN-000315,ACC-8065,ACC-8191,450.14,2026-05-04T11:44:00,CARD_PAYMENT,mobile,0
TXN-000316,ACC-8053,ACC-8151,427.15,2026-05-04T11:35:00,P2P_PAYMENT,mobile,0
TXN-000317,ACC-8153,ACC-8038,693.88,2026-05-04T10:23:00,CARD_PAYMENT,web,0
TXN-000318,ACC-8203,ACC-8127,941.8,2026-05-04T10:13:00,CARD_PAYMENT,mobile,0
TXN-000319,ACC-8148,ACC-8144,719.26,2026-05-04T10:28:00,CARD_PAYMENT,branch,0
TXN-000320,ACC-8174,ACC-8132,582.94,2026-05-04T10:33:00,ACH_TRANSFER,web,0
TXN-000321,ACC-8196,ACC-8149,821.55,2026-05-04T11:29:00,P2P_PAYMENT,mobile,0
TXN-000322,ACC-8120,ACC-8127,589.98,2026-05-04T13:27:00,BILLPAY,web,0
TXN-000323,ACC-8219,ACC-8053,532.02,2026-05-04T13:15:00,BILLPAY,web,0
TXN-000324,ACC-8045,ACC-8108,850.5,2026-05-04T11:47:00,ACH_TRANSFER,branch,0
TXN-000325,ACC-8236,ACC-8106,1143.52,2026-05-04T12:11:00,BILLPAY,branch,0
TXN-000326,ACC-8022,ACC-8143,8205.2,2026-05-03T19:57:00,WIRE_TRANSFER,web,1
TXN-000327,ACC-8115,ACC-8021,576.32,2026-05-04T12:57:00,CARD_PAYMENT,web,0
TXN-000328,ACC-8070,ACC-8158,561.43,2026-05-04T12:53:00,P2P_PAYMENT,web,0
TXN-000329,ACC-8076,ACC-8127,460.94,2026-05-04T13:27:00,P2P_PAYMENT,web,0
TXN-000330,ACC-8180,ACC-8132,884.46,2026-05-04T12:54:00,ACH_TRANSFER,web,0
TXN-000331,ACC-8129,ACC-8061,491.07,2026-05-04T13:34:00,P2P_PAYMENT,web,0
TXN-000332,ACC-8098,ACC-8053,153.44,2026-05-04T13:18:00,P2P_PAYMENT,branch,0
TXN-000333,ACC-8106,ACC-8053,11.1,2026-05-04T14:53:00,ACH_TRANSFER,web,0
TXN-000334,ACC-8029,ACC-8213,926.98,2026-05-04T16:04:00,CARD_PAYMENT,web,0
TXN-000335,ACC-8013,ACC-8106,608.31,2026-05-04T16:31:00,P2P_PAYMENT,branch,0
TXN-000336,ACC-8162,ACC-8148,809.76,2026-05-04T14:43:00,P2P_PAYMENT,mobile,0
TXN-000337,ACC-8044,ACC-8104,1178.42,2026-05-04T14:35:00,CARD_PAYMENT,mobile,0
TXN-000338,ACC-8126,ACC-8021,660.52,2026-05-04T16:18:00,CARD_PAYMENT,branch,0
TXN-000339,ACC-8073,ACC-8093,236.25,2026-05-04T16:03:00,P2P_PAYMENT,mobile,0
TXN-000340,ACC-8040,ACC-8213,410.47,2026-05-04T15:47:00,ACH_TRANSFER,mobile,0
TXN-000341,ACC-8181,ACC-8059,272.7,2026-05-04T17:09:00,ACH_TRANSFER,web,0
TXN-000342,ACC-8211,ACC-8018,502.31,2026-05-04T16:08:00,ACH_TRANSFER,web,0
TXN-000343,ACC-8156,ACC-8148,481.62,2026-05-04T16:34:00,CARD_PAYMENT,web,0
TXN-000344,ACC-8068,ACC-8093,351.4,2026-05-04T16:23:00,ACH_TRANSFER,web,0
TXN-000345,ACC-8148,ACC-8161,344.0,2026-05-04T17:27:00,ACH_TRANSFER,mobile,0
TXN-000346,ACC-8104,ACC-8132,383.03,2026-05-04T18:28:00,ACH_TRANSFER,mobile,0
TXN-000347,ACC-8202,ACC-8021,660.16,2026-05-04T17:59:00,ACH_TRANSFER,web,0
TXN-000348,ACC-8019,ACC-8148,262.9,2026-05-04T18:22:00,ACH_TRANSFER,web,0
TXN-000349,ACC-8239,ACC-8053,666.72,2026-05-04T18:29:00,BILLPAY,branch,0
TXN-000350,ACC-8080,ACC-8213,950.57,2026-05-04T18:38:00,BILLPAY,mobile,0
TXN-000351,ACC-8102,ACC-8191,637.79,2026-05-04T18:49:00,BILLPAY,web,0
TXN-000352,ACC-8129,ACC-8053,548.35,2026-05-04T18:18:00,ACH_TRANSFER,branch,0
TXN-000353,ACC-8232,ACC-8104,763.89,2026-05-04T19:50:00,P2P_PAYMENT,mobile,0
TXN-000354,ACC-8069,ACC-8053,773.57,2026-05-04T19:42:00,ACH_TRANSFER,web,0
TXN-000355,ACC-8118,ACC-8203,87.33,2026-05-04T19:21:00,BILLPAY,mobile,0
TXN-000356,ACC-8163,ACC-8062,6998.47,2026-05-04T01:11:00,P2P_PAYMENT,branch,1
TXN-000357,ACC-8126,ACC-8077,820.48,2026-05-04T19:39:00,CARD_PAYMENT,web,0
TXN-000358,ACC-8072,ACC-8191,394.69,2026-05-04T20:51:00,ACH_TRANSFER,branch,0
TXN-000359,ACC-8191,ACC-8132,756.09,2026-05-04T19:59:00,P2P_PAYMENT,web,0
TXN-000360,ACC-8121,ACC-8213,1053.92,2026-05-04T20:53:00,P2P_PAYMENT,mobile,0
TXN-000361,ACC-8079,ACC-8213,220.74,2026-05-04T20:09:00,CARD_PAYMENT,web,0
TXN-000362,ACC-8054,ACC-8236,532.33,2026-05-04T20:31:00,BILLPAY,mobile,0
TXN-000363,ACC-8042,ACC-8214,828.19,2026-05-04T22:55:00,P2P_PAYMENT,mobile,0
TXN-000364,ACC-8139,ACC-8132,750.15,2026-05-04T21:18:00,ACH_TRANSFER,web,0
TXN-000365,ACC-8106,ACC-8017,926.75,2026-05-04T23:18:00,BILLPAY,mobile,0
TXN-000366,ACC-8131,ACC-8042,536.18,2026-05-04T21:34:00,BILLPAY,mobile,0
TXN-000367,ACC-8193,ACC-8158,305.58,2026-05-04T23:56:00,ACH_TRANSFER,web,0
TXN-000368,ACC-8134,ACC-8106,1039.09,2026-05-04T22:13:00,BILLPAY,mobile,0
TXN-000369,ACC-8025,ACC-8084,668.41,2026-05-04T23:02:00,P2P_PAYMENT,web,0
TXN-000370,ACC-8059,ACC-8146,202.86,2026-05-04T23:59:00,CARD_PAYMENT,mobile,0
TXN-000371,ACC-8207,ACC-8213,36.31,2026-05-04T22:26:00,CARD_PAYMENT,mobile,0
TXN-000372,ACC-8138,ACC-8213,514.01,2026-05-05T00:45:00,CARD_PAYMENT,branch,0
TXN-000373,ACC-8104,ACC-8048,603.59,2026-05-05T01:15:00,P2P_PAYMENT,branch,0
TXN-000374,ACC-8122,ACC-8002,508.45,2026-05-05T01:26:00,CARD_PAYMENT,branch,0
TXN-000375,ACC-8045,ACC-8127,176.8,2026-05-05T00:54:00,CARD_PAYMENT,web,0
TXN-000376,ACC-8115,ACC-8213,551.16,2026-05-05T01:28:00,BILLPAY,mobile,0
TXN-000377,ACC-8168,ACC-8175,956.12,2026-05-05T01:05:00,BILLPAY,mobile,0
TXN-000378,ACC-8222,ACC-8232,882.54,2026-05-05T00:25:00,ACH_TRANSFER,mobile,0
TXN-000379,ACC-8174,ACC-8111,1002.18,2026-05-05T00:46:00,CARD_PAYMENT,web,0
TXN-000380,ACC-8157,ACC-8090,450.36,2026-05-05T02:04:00,BILLPAY,branch,0
TXN-000381,ACC-8029,ACC-8061,29.5,2026-05-05T01:04:00,BILLPAY,mobile,0
TXN-000382,ACC-8161,ACC-8093,396.06,2026-05-05T02:10:00,P2P_PAYMENT,web,0
TXN-000383,ACC-8033,ACC-8191,456.89,2026-05-05T02:31:00,BILLPAY,web,0
TXN-000384,ACC-8008,ACC-8107,559.82,2026-05-05T01:40:00,CARD_PAYMENT,branch,0
TXN-000385,ACC-8165,ACC-8213,573.88,2026-05-05T03:26:00,CARD_PAYMENT,mobile,0
TXN-000386,ACC-8130,ACC-8191,519.47,2026-05-05T02:56:00,BILLPAY,web,0
TXN-000387,ACC-8064,ACC-8191,1115.04,2026-05-05T03:03:00,P2P_PAYMENT,web,0
TXN-000388,ACC-8182,ACC-8104,1081.02,2026-05-05T03:31:00,P2P_PAYMENT,mobile,0
TXN-000389,ACC-8183,ACC-8021,569.42,2026-05-05T04:06:00,CARD_PAYMENT,mobile,0
TXN-000390,ACC-8151,ACC-8127,414.24,2026-05-05T03:02:00,BILLPAY,web,0
TXN-000391,ACC-8200,ACC-8226,8802.32,2026-05-04T08:19:00,CRYPTO_EXCHANGE,web,1
TXN-000392,ACC-8068,ACC-8235,513.45,2026-05-05T05:47:00,ACH_TRANSFER,web,0
TXN-000393,ACC-8131,ACC-8053,954.35,2026-05-05T03:40:00,P2P_PAYMENT,mobile,0
TXN-000394,ACC-8108,ACC-8122,285.93,2026-05-05T04:28:00,P2P_PAYMENT,branch,0
TXN-000395,ACC-8113,ACC-8191,1085.26,2026-05-05T06:02:00,CARD_PAYMENT,mobile,0
TXN-000396,ACC-8120,ACC-8127,773.45,2026-05-05T06:47:00,P2P_PAYMENT,web,0
TXN-000397,ACC-8233,ACC-8232,8018.52,2026-05-04T08:50:00,P2P_PAYMENT,mobile,1
TXN-000398,ACC-8207,ACC-8106,1006.31,2026-05-05T05:07:00,CARD_PAYMENT,mobile,0
TXN-000399,ACC-8047,ACC-8007,8495.75,2026-05-04T09:23:00,WIRE_TRANSFER,web,1
TXN-000400,ACC-8043,ACC-8213,1176.6,2026-05-05T06:50:00,P2P_PAYMENT,web,0
TXN-000401,ACC-8086,ACC-8013,779.42,2026-05-05T06:28:00,BILLPAY,branch,0
TXN-000402,ACC-8082,ACC-8127,964.51,2026-05-05T07:22:00,P2P_PAYMENT,mobile,0
TXN-000403,ACC-8179,ACC-8191,502.0,2026-05-05T06:12:00,ACH_TRANSFER,web,0
TXN-000404,ACC-8170,ACC-8164,1122.26,2026-05-05T06:19:00,ACH_TRANSFER,mobile,0
TXN-000405,ACC-8124,ACC-8053,910.07,2026-05-05T06:27:00,CARD_PAYMENT,mobile,0
TXN-000406,ACC-8222,ACC-8191,246.06,2026-05-05T07:23:00,CARD_PAYMENT,mobile,0
TXN-000407,ACC-8065,ACC-8106,279.88,2026-05-05T07:50:00,P2P_PAYMENT,mobile,0
TXN-000408,ACC-8092,ACC-8106,754.03,2026-05-05T07:34:00,P2P_PAYMENT,mobile,0
TXN-000409,ACC-8048,ACC-8143,857.58,2026-05-05T09:19:00,ACH_TRANSFER,web,0
TXN-000410,ACC-8127,ACC-8132,694.63,2026-05-05T08:42:00,ACH_TRANSFER,web,0
TXN-000411,ACC-8214,ACC-8104,859.71,2026-05-05T07:50:00,ACH_TRANSFER,mobile,0
TXN-000412,ACC-8223,ACC-8148,711.86,2026-05-05T08:38:00,ACH_TRANSFER,mobile,0
TXN-000413,ACC-8157,ACC-8093,496.62,2026-05-05T09:31:00,ACH_TRANSFER,web,0
TXN-000414,ACC-8205,ACC-8053,749.33,2026-05-05T10:07:00,P2P_PAYMENT,mobile,0
TXN-000415,ACC-8107,ACC-8148,567.42,2026-05-05T09:05:00,P2P_PAYMENT,branch,0
TXN-000416,ACC-8064,ACC-8220,795.44,2026-05-05T08:58:00,P2P_PAYMENT,web,0
TXN-000417,ACC-8100,ACC-8112,8127.15,2026-05-04T12:30:00,WIRE_TRANSFER,mobile,1
TXN-000418,ACC-8115,ACC-8021,1294.6,2026-05-05T11:23:00,CARD_PAYMENT,branch,0
TXN-000419,ACC-8138,ACC-8021,709.7,2026-05-05T09:59:00,BILLPAY,web,0
TXN-000420,ACC-8072,ACC-8127,546.99,2026-05-05T10:04:00,ACH_TRANSFER,web,0
TXN-000421,ACC-8091,ACC-8053,376.05,2026-05-05T12:10:00,CARD_PAYMENT,mobile,0
TXN-000422,ACC-8122,ACC-8127,844.82,2026-05-05T10:32:00,P2P_PAYMENT,branch,0
TXN-000423,ACC-8062,ACC-8021,733.11,2026-05-05T12:02:00,CARD_PAYMENT,web,0
TXN-000424,ACC-8117,ACC-8213,375.69,2026-05-05T13:21:00,BILLPAY,web,0
TXN-000425,ACC-8075,ACC-8021,809.4,2026-05-05T11:10:00,ACH_TRANSFER,mobile,0
TXN-000426,ACC-8140,ACC-8223,467.47,2026-05-05T12:06:00,P2P_PAYMENT,web,0
TXN-000427,ACC-8176,ACC-8168,5036.83,2026-05-04T14:32:00,P2P_PAYMENT,mobile,1
TXN-000427-R,ACC-8168,ACC-8176,2915.35,2026-05-04T14:59:00,CRYPTO_EXCHANGE,web,0
TXN-000428,ACC-8157,ACC-8053,152.66,2026-05-05T12:56:00,ACH_TRANSFER,branch,0
TXN-000429,ACC-8032,ACC-8148,793.72,2026-05-05T14:05:00,P2P_PAYMENT,mobile,0
TXN-000430,ACC-8014,ACC-8127,688.44,2026-05-05T13:57:00,P2P_PAYMENT,mobile,0
TXN-000431,ACC-8062,ACC-8106,412.25,2026-05-05T14:59:00,P2P_PAYMENT,web,0
TXN-000432,ACC-8185,ACC-8191,942.64,2026-05-05T12:53:00,BILLPAY,web,0
TXN-000433,ACC-8218,ACC-8084,518.42,2026-05-05T14:14:00,CARD_PAYMENT,web,0
TXN-000434,ACC-8236,ACC-8132,397.4,2026-05-05T14:54:00,CARD_PAYMENT,mobile,0
TXN-000435,ACC-8180,ACC-8132,224.04,2026-05-05T15:44:00,BILLPAY,web,0
TXN-000436,ACC-8146,ACC-8141,332.1,2026-05-05T13:45:00,ACH_TRANSFER,mobile,0
TXN-000437,ACC-8133,ACC-8104,717.64,2026-05-05T13:47:00,ACH_TRANSFER,web,0
TXN-000438,ACC-8045,ACC-8053,381.43,2026-05-05T15:17:00,BILLPAY,mobile,0
TXN-000439,ACC-8213,ACC-8019,554.61,2026-05-05T14:38:00,CARD_PAYMENT,branch,0
TXN-000440,ACC-8169,ACC-8191,777.84,2026-05-05T14:37:00,P2P_PAYMENT,mobile,0
TXN-000441,ACC-8174,ACC-8021,966.39,2026-05-05T15:30:00,CARD_PAYMENT,branch,0
TXN-000442,ACC-8181,ACC-8191,929.46,2026-05-05T16:59:00,P2P_PAYMENT,mobile,0
TXN-000443,ACC-8125,ACC-8093,11019.92,2026-05-04T17:25:00,P2P_PAYMENT,branch,1
TXN-000444,ACC-8092,ACC-8104,810.37,2026-05-05T17:33:00,P2P_PAYMENT,web,0
TXN-000445,ACC-8119,ACC-8202,334.67,2026-05-05T17:35:00,CARD_PAYMENT,mobile,0
TXN-000446,ACC-8019,ACC-8106,282.14,2026-05-05T16:11:00,ACH_TRANSFER,mobile,0
TXN-000447,ACC-8137,ACC-8021,643.74,2026-05-05T16:53:00,BILLPAY,web,0
TXN-000448,ACC-8033,ACC-8132,835.3,2026-05-05T17:46:00,BILLPAY,mobile,0
TXN-000449,ACC-8136,ACC-8106,959.61,2026-05-05T19:03:00,CARD_PAYMENT,web,0
TXN-000450,ACC-8069,ACC-8000,1360.3,2026-05-05T16:58:00,CARD_PAYMENT,web,0
TXN-000451,ACC-8021,ACC-8013,390.79,2026-05-05T17:37:00,BILLPAY,web,0
TXN-000452,ACC-8184,ACC-8102,1181.91,2026-05-05T18:34:00,CARD_PAYMENT,branch,0
TXN-000453,ACC-8096,ACC-8036,718.19,2026-05-05T18:44:00,P2P_PAYMENT,branch,0
TXN-000454,ACC-8026,ACC-8159,559.28,2026-05-05T18:48:00,ACH_TRANSFER,mobile,0
TXN-000455,ACC-8083,ACC-8127,992.18,2026-05-05T18:44:00,BILLPAY,mobile,0
TXN-000456,ACC-8207,ACC-8106,18.55,2026-05-05T19:46:00,CARD_PAYMENT,mobile,0
TXN-000457,ACC-8108,ACC-8166,205.3,2026-05-05T18:48:00,P2P_PAYMENT,mobile,0
TXN-000458,ACC-8027,ACC-8011,1414.88,2026-05-05T18:45:00,P2P_PAYMENT,web,0
TXN-000459,ACC-8025,ACC-8132,586.78,2026-05-05T19:49:00,ACH_TRANSFER,mobile,0
TXN-000460,ACC-8073,ACC-8142,590.62,2026-05-05T19:36:00,P2P_PAYMENT,mobile,0
TXN-000461,ACC-8093,ACC-8127,814.05,2026-05-05T21:20:00,BILLPAY,branch,0
TXN-000462,ACC-8093,ACC-8021,682.02,2026-05-05T20:21:00,BILLPAY,mobile,0
TXN-000463,ACC-8128,ACC-8223,360.55,2026-05-05T20:54:00,P2P_PAYMENT,web,0
TXN-000464,ACC-8220,ACC-8213,953.43,2026-05-05T21:26:00,ACH_TRANSFER,mobile,0
TXN-000465,ACC-8204,ACC-8148,573.24,2026-05-05T22:18:00,ACH_TRANSFER,mobile,0
TXN-000466,ACC-8036,ACC-8216,781.24,2026-05-05T22:20:00,CARD_PAYMENT,web,0
TXN-000467,ACC-8062,ACC-8181,861.3,2026-05-05T22:17:00,ACH_TRANSFER,mobile,0
TXN-000468,ACC-8221,ACC-8167,189.53,2026-05-05T22:44:00,CARD_PAYMENT,web,0
TXN-000469,ACC-8161,ACC-8181,837.67,2026-05-05T21:44:00,CARD_PAYMENT,web,0
TXN-000470,ACC-8081,ACC-8213,516.27,2026-05-05T22:30:00,P2P_PAYMENT,web,0
TXN-000471,ACC-8181,ACC-8140,914.45,2026-05-05T23:22:00,CARD_PAYMENT,web,0
TXN-000472,ACC-8191,ACC-8093,397.54,2026-05-05T22:10:00,ACH_TRANSFER,mobile,0
TXN-000473,ACC-8202,ACC-8126,490.0,2026-05-05T22:22:00,P2P_PAYMENT,web,0
TXN-000474,ACC-8043,ACC-8053,950.79,2026-05-05T23:56:00,P2P_PAYMENT,web,0
TXN-000475,ACC-8071,ACC-8106,11.59,2026-05-06T00:31:00,CARD_PAYMENT,web,0
TXN-000476,ACC-8063,ACC-8106,668.26,2026-05-05T23:20:00,P2P_PAYMENT,mobile,0
TXN-000477,ACC-8220,ACC-8148,1150.18,2026-05-05T23:20:00,ACH_TRANSFER,mobile,0
TXN-000478,ACC-8008,ACC-8021,572.07,2026-05-06T01:26:00,ACH_TRANSFER,mobile,0
TXN-000479,ACC-8221,ACC-8146,717.4,2026-05-05T23:40:00,CARD_PAYMENT,branch,0
TXN-000480,ACC-8223,ACC-8021,367.95,2026-05-06T00:19:00,BILLPAY,web,0
TXN-000481,ACC-8162,ACC-8213,511.74,2026-05-06T02:32:00,ACH_TRANSFER,web,0
TXN-000482,ACC-8171,ACC-8191,791.52,2026-05-06T02:43:00,BILLPAY,web,0
TXN-000483,ACC-8187,ACC-8093,470.71,2026-05-06T00:47:00,ACH_TRANSFER,mobile,0
TXN-000484,ACC-8168,ACC-8055,596.71,2026-05-06T01:18:00,CARD_PAYMENT,web,0
TXN-000485,ACC-8238,ACC-8051,7054.68,2026-05-05T01:26:00,CRYPTO_EXCHANGE,mobile,1
TXN-000486,ACC-8150,ACC-8231,9718.84,2026-05-05T01:45:00,P2P_PAYMENT,web,1
TXN-000487,ACC-8123,ACC-8093,1148.63,2026-05-06T02:57:00,ACH_TRANSFER,web,0
TXN-000488,ACC-8034,ACC-8106,607.99,2026-05-06T02:59:00,P2P_PAYMENT,web,0
TXN-000489,ACC-8124,ACC-8106,704.34,2026-05-06T02:52:00,ACH_TRANSFER,branch,0
TXN-000490,ACC-8106,ACC-8104,426.64,2026-05-06T03:32:00,BILLPAY,web,0
TXN-000491,ACC-8026,ACC-8154,486.54,2026-05-06T04:10:00,BILLPAY,mobile,0
TXN-000492,ACC-8057,ACC-8191,775.65,2026-05-06T04:12:00,ACH_TRANSFER,web,0
TXN-000493,ACC-8027,ACC-8053,893.47,2026-05-06T03:51:00,P2P_PAYMENT,mobile,0
TXN-000494,ACC-8174,ACC-8023,865.37,2026-05-06T03:04:00,P2P_PAYMENT,web,0
TXN-000495,ACC-8153,ACC-8180,795.47,2026-05-06T04:55:00,CARD_PAYMENT,web,0
TXN-000496,ACC-8192,ACC-8021,792.18,2026-05-06T03:34:00,P2P_PAYMENT,web,0
TXN-000497,ACC-8085,ACC-8132,620.4,2026-05-06T04:55:00,BILLPAY,mobile,0
TXN-000498,ACC-8049,ACC-8104,791.81,2026-05-06T06:00:00,ACH_TRANSFER,branch,0
TXN-000499,ACC-8187,ACC-8093,396.41,2026-05-06T06:38:00,BILLPAY,mobile,0
TXN-000500,ACC-8088,ACC-8097,774.47,2026-05-06T05:31:00,P2P_PAYMENT,web,0
TXN-000501,ACC-8125,ACC-8109,8081.55,2026-05-05T04:05:00,WIRE_TRANSFER,mobile,1
TXN-000502,ACC-8147,ACC-8106,518.58,2026-05-06T05:43:00,ACH_TRANSFER,web,0
TXN-000503,ACC-8185,ACC-8104,875.08,2026-05-06T06:37:00,P2P_PAYMENT,web,0
TXN-000504,ACC-8197,ACC-8084,1011.88,2026-05-06T06:55:00,ACH_TRANSFER,mobile,0
TXN-000505,ACC-8223,ACC-8104,763.06,2026-05-06T05:45:00,P2P_PAYMENT,mobile,0
TXN-000506,ACC-8069,ACC-8148,1052.56,2026-05-06T07:16:00,CARD_PAYMENT,branch,0
TXN-000507,ACC-8151,ACC-8104,370.14,2026-05-06T06:43:00,P2P_PAYMENT,mobile,0
TXN-000508,ACC-8197,ACC-8053,615.65,2026-05-06T07:03:00,BILLPAY,web,0
TXN-000509,ACC-8207,ACC-8021,1034.85,2026-05-06T06:32:00,ACH_TRANSFER,web,0
TXN-000510,ACC-8159,ACC-8016,771.55,2026-05-06T07:48:00,ACH_TRANSFER,web,0
TXN-000511,ACC-8178,ACC-8148,720.33,2026-05-06T08:25:00,ACH_TRANSFER,web,0
TXN-000512,ACC-8025,ACC-8106,615.41,2026-05-06T08:44:00,ACH_TRANSFER,mobile,0
TXN-000513,ACC-8059,ACC-8127,584.98,2026-05-06T09:26:00,ACH_TRANSFER,mobile,0
TXN-000514,ACC-8137,ACC-8106,471.17,2026-05-06T09:01:00,BILLPAY,mobile,0
